,sen,prob
722,23,0.89094955
723,22,0.8459492
724,23,0.8909444
725,22,0.8459272
726,23,0.8909383
727,22,0.84590757
728,23,0.89093024
729,22,0.8458817
730,23,0.8909236
731,22,0.84584844
732,23,0.89091575
733,22,0.8457782
734,23,0.89090735
735,22,0.8457102
736,23,0.8909033
737,22,0.8456658
738,23,0.89089507
739,22,0.845625
740,23,0.8908856
741,22,0.8455961
742,23,0.89087385
743,22,0.84556675
744,23,0.89086205
745,22,0.84554195
746,23,0.8908497
747,22,0.8455186
748,23,0.8908378
749,22,0.8454984
750,23,0.89082694
751,22,0.84548515
752,23,0.890816
753,22,0.8454595
754,23,0.8908107
755,22,0.84543353
756,23,0.8908049
757,22,0.8454008
758,23,0.8908011
759,22,0.84537894
760,23,0.8907956
761,22,0.845346
762,23,0.890788
763,22,0.8453089
764,23,0.89078367
765,22,0.8452865
766,23,0.8907767
767,22,0.84526503
768,23,0.8907699
769,22,0.8452475
770,23,0.8907625
771,22,0.8452305
772,23,0.89075494
773,22,0.84521127
774,23,0.8907477
775,22,0.8451905
776,23,0.8907419
777,6,0.36068505
778,22,0.57069933
779,22,0.79491943
780,23,0.8596754
781,22,0.8172609
782,23,0.87360847
783,22,0.82864887
784,23,0.8730567
785,22,0.83799356
786,23,0.87258905
787,22,0.84333163
788,23,0.8727419
789,22,0.8421186
790,23,0.87334454
791,22,0.8406351
792,23,0.87510073
793,22,0.8424488
794,23,0.8719734
795,22,0.8570754
796,23,0.82458687
797,22,0.8213917
798,23,0.8906766
799,22,0.84486085
800,23,0.89067084
801,22,0.8448199
802,23,0.89066577
803,22,0.8447828
804,23,0.89065963
805,22,0.84475964
806,23,0.89065045
807,22,0.84469926
808,23,0.89063996
809,22,0.84463733
810,23,0.89063406
811,22,0.84460735
812,23,0.8906226
813,22,0.8445605
814,23,0.8906132
815,22,0.8445163
816,23,0.8906015
817,22,0.844484
818,23,0.89058805
819,22,0.8444168
820,23,0.8905805
821,22,0.8443773
822,23,0.89056855
823,22,0.8443376
824,23,0.89055794
825,22,0.84430385
826,23,0.8905437
827,22,0.84427613
828,23,0.89053214
829,22,0.84422755
830,23,0.89052474
831,22,0.84419596
832,23,0.8905129
833,22,0.8441667
834,23,0.89050287
835,22,0.8441434
836,23,0.8904947
837,22,0.8441265
838,23,0.89048356
839,22,0.84410906
840,23,0.89047635
841,22,0.84409666
842,23,0.8904686
843,22,0.8440859
844,23,0.8904616
845,22,0.8439925
846,23,0.8904482
847,22,0.8438275
848,23,0.89045584
849,22,0.8437532
850,23,0.8904481
851,22,0.84369737
852,23,0.89043546
853,22,0.8436492
854,23,0.89041954
855,22,0.84361154
856,23,0.8904006
857,22,0.84358066
858,23,0.8903812
859,22,0.8435596
860,23,0.89036316
861,22,0.8435442
862,23,0.8903467
863,22,0.84353787
864,23,0.89032865
865,6,0.35284853
866,22,0.56981206
867,22,0.7932684
868,23,0.85957724
869,22,0.81489885
870,23,0.87335116
871,22,0.82682127
872,23,0.8727896
873,22,0.836274
874,23,0.87232894
875,22,0.84173137
876,23,0.87245166
877,22,0.8405013
878,23,0.8730398
879,22,0.8389359
880,23,0.87480325
881,22,0.84067404
882,23,0.87167925
883,22,0.8553919
884,23,0.82422477
885,22,0.8190771
886,23,0.89025974
887,22,0.84320015
888,23,0.8902525
889,22,0.84317505
890,23,0.89024633
891,22,0.843156
892,23,0.89024
893,22,0.8431354
894,23,0.8902331
895,22,0.8431165
896,23,0.8902267
897,22,0.84309924
898,23,0.89022046
899,22,0.8430786
900,23,0.89021385
901,22,0.84306103
902,23,0.89020866
903,22,0.84304744
904,23,0.89020383
905,22,0.84303117
906,23,0.8901988
907,22,0.843015
908,23,0.8901949
909,22,0.8429975
910,23,0.89019024
911,22,0.84295785
912,23,0.89018494
913,22,0.84292024
914,23,0.8901827
915,22,0.84288836
916,23,0.8901783
917,22,0.8428537
918,23,0.89017135
919,22,0.8428138
920,23,0.89016575
921,22,0.8427806
922,23,0.8901576
923,22,0.8426947
924,23,0.8901478
925,22,0.84260845
926,23,0.8901432
927,22,0.84254956
928,23,0.8901321
929,22,0.84250516
930,23,0.89011884
931,22,0.84247065
932,23,0.8901048
933,22,0.8424336
934,23,0.8900902
935,22,0.8424114
936,23,0.8900749
937,22,0.84239465
938,23,0.8900612
939,22,0.8423806
940,23,0.8900496
941,22,0.8423725
942,23,0.89003664
943,22,0.8423603
944,23,0.89003074
945,22,0.84232926
946,23,0.89002484
947,22,0.8422689
948,23,0.8900222
949,22,0.84217554
950,23,0.89001805
951,22,0.84209836
952,23,0.89001656
953,22,0.8420176
954,23,0.89000523
955,22,0.8419109
956,23,0.8899954
957,22,0.8418326
958,23,0.88998246
959,22,0.8417773
960,23,0.88996375
961,22,0.841736
962,23,0.8899438
963,22,0.8416949
964,23,0.8899207
965,22,0.84165996
966,23,0.8899018
967,22,0.84164226
968,23,0.8898834
969,22,0.84162587
970,23,0.88987106
971,22,0.8416099
972,23,0.88985795
973,22,0.84159034
974,23,0.88984925
975,22,0.84156215
976,23,0.8898431
977,22,0.84153605
978,23,0.8898392
979,22,0.8415188
980,23,0.88983417
981,22,0.84150577
982,23,0.8898266
983,22,0.8414622
984,23,0.8898234
985,22,0.84142524
986,23,0.88981867
987,22,0.8413865
988,23,0.8898127
989,22,0.8413549
990,23,0.8898067
991,22,0.8413155
992,23,0.88979876
993,22,0.841253
994,23,0.88979053
995,22,0.8412012
996,23,0.8897845
997,22,0.84114754
998,23,0.8897737
999,22,0.8410871
1000,23,0.8897648
1001,22,0.8410465
1002,23,0.8897525
1003,22,0.84101707
1004,23,0.8897394
1005,22,0.84099317
1006,23,0.88972664
1007,22,0.84096414
1008,23,0.8897146
1009,22,0.8409396
1010,23,0.88970363
1011,22,0.840905
1012,23,0.8896912
1013,22,0.84086484
1014,23,0.88968587
1015,22,0.8408412
1016,23,0.8896774
1017,22,0.84082
1018,23,0.88966954
1019,22,0.84078586
1020,23,0.88966274
1021,22,0.8407082
1022,23,0.889654
1023,22,0.8406059
1024,23,0.8896501
1025,22,0.84051967
1026,23,0.8896421
1027,22,0.84039915
1028,23,0.8896287
1029,22,0.8402399
1030,23,0.8896153
1031,22,0.84012276
1032,23,0.8896028
1033,22,0.8400446
1034,23,0.8895779
1035,22,0.83997357
1036,23,0.8895521
1037,6,0.3383865
1038,22,0.5672188
1039,23,0.8067915
1040,22,0.77288914
1041,23,0.8288148
1042,6,0.5856876
1043,22,0.46049696
1044,22,0.798309
1045,23,0.80802804
1046,22,0.8021605
1047,23,0.8102428
1048,22,0.81326485
1049,23,0.80386716
1050,22,0.82056683
1051,23,0.8042323
1052,22,0.82583517
1053,23,0.8095556
1054,22,0.82598054
1055,23,0.8360457
1056,22,0.7978229
1057,23,0.85624444
1058,22,0.8367386
1059,23,0.87103575
1060,22,0.8516637
1061,23,0.8234755
1062,22,0.8139506
1063,23,0.88935983
1064,22,0.83948445
1065,23,0.8893524
1066,22,0.83946973
1067,23,0.88934463
1068,22,0.8394541
1069,23,0.8893365
1070,22,0.83940256
1071,23,0.8893294
1072,22,0.83934426
1073,23,0.8893258
1074,22,0.83930486
1075,23,0.88932145
1076,22,0.83927745
1077,23,0.8893129
1078,22,0.839244
1079,23,0.88930416
1080,22,0.8391883
1081,23,0.8892952
1082,22,0.8391271
1083,23,0.8892886
1084,22,0.8390814
1085,23,0.88927996
1086,22,0.8390395
1087,23,0.88926846
1088,22,0.83900386
1089,23,0.8892566
1090,22,0.8389816
1091,23,0.8892451
1092,22,0.83896196
1093,23,0.8892351
1094,22,0.83894116
1095,23,0.88922507
1096,22,0.8389224
1097,23,0.88921595
1098,22,0.83890444
1099,23,0.889207
1100,22,0.83887744
1101,23,0.889201
1102,22,0.83884907
1103,23,0.88919693
1104,22,0.8388242
1105,23,0.8891918
1106,22,0.8387999
1107,23,0.8891868
1108,22,0.8387682
1109,23,0.88918257
1110,22,0.83874136
1111,23,0.88917655
1112,22,0.8387147
1113,23,0.8891707
1114,22,0.8386968
1115,23,0.88916403
1116,22,0.8386777
1117,23,0.8891574
1118,22,0.83865464
1119,23,0.8891512
1120,22,0.83863586
1121,23,0.8891456
1122,22,0.8386193
1123,23,0.88913864
1124,22,0.838569
1125,23,0.88913584
1126,22,0.83853316
1127,23,0.8891311
1128,22,0.8385108
1129,7,0.33805773
1130,22,0.631929
1131,22,0.83557725
1132,23,0.8158258
1133,22,0.8143098
1134,23,0.82506084
1135,22,0.8221875
1136,23,0.8177633
1137,22,0.8299157
1138,23,0.8161134
1139,22,0.83617884
1140,23,0.8175867
1141,22,0.8347406
1142,23,0.82037365
1143,22,0.83267206
1144,23,0.8243324
1145,22,0.8350871
1146,23,0.8289767
1147,22,0.8342859
1148,23,0.8232377
1149,22,0.8117967
1150,23,0.8890381
1151,22,0.83772993
1152,23,0.88903546
1153,22,0.83762646
1154,23,0.88901126
1155,22,0.8374924
1156,23,0.8889924
1157,22,0.8374112
1158,23,0.8889653
1159,22,0.8373254
1160,23,0.88893306
1161,22,0.8372511
1162,23,0.88890755
1163,22,0.8372071
1164,23,0.8888762
1165,22,0.837166
1166,23,0.88884896
1167,22,0.83713645
1168,23,0.88882834
1169,22,0.8371121
1170,23,0.8888042
1171,22,0.8370896
1172,23,0.8887939
1173,22,0.8370764
1174,23,0.88878024
1175,22,0.8370558
1176,23,0.88876975
1177,6,0.3238748
1178,22,0.8169388
1179,23,0.82324606
1180,22,0.43664977
1181,22,0.80653924
1182,23,0.86037713
1183,22,0.81295806
1184,23,0.87108105
1185,22,0.82367104
1186,23,0.87056947
1187,22,0.83029455
1188,23,0.87112933
1189,22,0.8329788
1190,23,0.87241554
1191,22,0.8332369
1192,23,0.8731096
1193,22,0.8338714
1194,23,0.8695199
1195,22,0.84688544
1196,23,0.8027457
1197,22,0.82593364
1198,23,0.85091513
1199,22,0.80940914
1200,23,0.88861865
1201,22,0.83617336
1202,23,0.88860106
1203,22,0.83615106
1204,23,0.8885779
1205,22,0.83612126
1206,23,0.8885655
1207,22,0.83609277
1208,23,0.8885556
1209,22,0.83605194
1210,23,0.8885436
1211,22,0.8360099
1212,23,0.88853395
1213,22,0.8359818
1214,23,0.8885279
1215,22,0.8359513
1216,23,0.88852084
1217,22,0.83592427
1218,23,0.888513
1219,22,0.8359003
1220,23,0.8885049
1221,22,0.8358763
1222,23,0.88848686
1223,22,0.83565706
1224,23,0.8884894
1225,22,0.8355304
1226,23,0.8884859
1227,22,0.83546454
1228,23,0.88847023
1229,22,0.8354069
1230,23,0.88845336
1231,22,0.8353603
1232,23,0.88843185
1233,22,0.835295
1234,23,0.8884116
1235,22,0.8352501
1236,23,0.8883927
1237,22,0.8352233
1238,23,0.8883736
1239,22,0.8352039
1240,23,0.88835263
1241,18,0.5319231
1242,23,0.37326446
1243,22,0.7475215
1244,23,0.7972185
1245,22,0.77730286
1246,23,0.84916455
1247,22,0.810208
1248,23,0.8672674
1249,22,0.820504
1250,23,0.8674263
1251,22,0.8218308
1252,23,0.86769116
1253,22,0.8208959
1254,23,0.8691905
1255,22,0.8211316
1256,23,0.87169284
1257,22,0.82423013
1258,23,0.8676537
1259,22,0.83708245
1260,23,0.81353116
1261,22,0.81165755
1262,23,0.88821644
1263,22,0.8346142
1264,7,0.3424721
1265,22,0.6320031
1266,7,0.33450025
1267,22,0.72843397
1268,22,0.5482634
1269,23,0.7966144
1270,22,0.75533235
1271,23,0.81541824
1272,22,0.8023773
1273,23,0.8078831
1274,22,0.8194573
1275,23,0.8058244
1276,22,0.8261554
1277,23,0.8085665
1278,22,0.825675
1279,23,0.8127087
1280,22,0.8268394
1281,23,0.8169352
1282,22,0.82636076
1283,23,0.79645085
1284,22,0.82037234
1285,23,0.8132281
1286,22,0.8066384
1287,23,0.87123287
1288,22,0.8338308
1289,23,0.8880526
1290,22,0.83379817
1291,23,0.8880401
1292,22,0.83377576
1293,23,0.88802433
1294,22,0.83375555
1295,23,0.88801295
1296,22,0.8337382
1297,23,0.8880021
1298,22,0.8337201
1299,23,0.88799304
1300,6,0.3092439
1301,22,0.5634172
1302,22,0.78351504
1303,23,0.85879666
1304,22,0.80099744
1305,23,0.8718852
1306,22,0.8160086
1307,23,0.871312
1308,22,0.82626784
1309,23,0.8708816
1310,7,0.2633566
1311,22,0.5417366
1312,22,0.76488173
1313,23,0.8422469
1314,22,0.7941951
1315,23,0.85454714
1316,22,0.8088435
1317,23,0.85272074
1318,22,0.8330822
1319,23,0.7986798
1320,22,0.80675286
1321,23,0.87081367
1322,22,0.83080894
1323,23,0.8713242
1324,22,0.8288845
1325,23,0.87313795
1326,22,0.8300361
1327,23,0.86995906
1328,22,0.8453194
1329,23,0.82223636
1330,22,0.8052911
1331,23,0.88787204
1332,22,0.83319
1333,23,0.88786596
1334,22,0.8331709
1335,23,0.8878617
1336,22,0.83314925
1337,23,0.8878562
1338,22,0.8331188
1339,23,0.88785183
1340,22,0.8330617
1341,23,0.88784564
1342,22,0.8329939
1343,23,0.88784254
1344,22,0.83294404
1345,23,0.8878367
1346,22,0.8329068
1347,23,0.88782847
1348,22,0.8328714
1349,23,0.8878171
1350,22,0.83284026
1351,23,0.8878078
1352,22,0.83281946
1353,23,0.88779706
1354,22,0.8327841
1355,23,0.887785
1356,22,0.8327473
1357,23,0.887778
1358,22,0.8327304
1359,23,0.88776755
1360,22,0.8327044
1361,23,0.88775903
1362,22,0.83267385
1363,23,0.8877544
1364,22,0.8326424
1365,23,0.88774735
1366,22,0.8326133
1367,23,0.8877421
